movie_title,year_released,critic_rating,audience_rating,genres
The Road to Wellville,1994,41,44,"Art House & International, Comedy"
The Road Within,2015,45,69,"Comedy, Drama"
The Robber,2011,79,66,"Drama, Sports & Fitness"
The Rocket,2014,95,83,Drama
The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,28,25,"Comedy, Horror, Musical & Performing Arts, Television"
The Roommate,2011,3,27,"Horror, Mystery & Suspense"
The Rover,2014,66,51,"Mystery & Suspense, Science Fiction & Fantasy, Western"
The Royal Tenenbaums,2002,80,89,Comedy
The Ruins,2008,48,30,"Horror, Mystery & Suspense"
The Rules of the Game (La règle du jeu),1950,96,90,"Art House & International, Comedy, Drama"
The Runaways,2010,69,55,"Comedy, Drama, Musical & Performing Arts"
The Rundown,2003,69,66,"Action & Adventure, Comedy"
The Runner,2015,24,22,"Action & Adventure, Art House & International, Documentary, Drama, Science Fiction & Fantasy, Special Interest"
The Russian Woodpecker,2015,96,67,Documentary
The Sacrament,2014,63,47,Horror
The Sacrifice,1986,86,90,"Art House & International, Classics, Drama"
The Salesman (Forushande),2017,96,84,"Art House & International, Drama, Mystery & Suspense"
The Salt of the Earth,2015,95,90,"Documentary, Special Interest"
The Salvation,2015,72,62,"Drama, Western"
The Samaritan,2012,26,40,"Art House & International, Mystery & Suspense"
The Santa Clause 2,2002,56,42,"Comedy, Kids & Family, Science Fiction & Fantasy"
The Sapphires,2013,91,76,"Comedy, Drama, Musical & Performing Arts"
The Sasquatch Gang,2007,46,57,"Comedy, Science Fiction & Fantasy"
The Savage Innocents,1961,69,74,"Action & Adventure, Classics, Drama"
The Scarlet Pimpernel,1935,89,74,"Action & Adventure, Art House & International, Classics, Comedy, Documentary, Drama"
The School of Flesh,1998,68,58,"Art House & International, Drama"
The Science of Sleep,2006,70,81,"Comedy, Drama, Science Fiction & Fantasy, Romance"
The Scorpio File,1973,67,41,"Action & Adventure, Drama, Mystery & Suspense"
The Scribbler,2014,50,38,Mystery & Suspense
The Sea of Trees,2016,17,42,Drama
The Seagull,2018,67,46,Drama
The Seasons in Quincy: Four Portraits of John Berger,2016,71,48,Documentary
The Second Best Exotic Marigold Hotel,2015,65,59,Comedy
The Second Mother (Que Horas Ela Volta?),2015,97,89,Drama
The Secret: Dare to Dream,2020,29,82,"Drama, Romance"
The Secret Life of Pets,2016,73,62,"Animation, Comedy"
The Secret Life of Pets 2,2019,60,90,"Animation, Comedy"
The Secret Life Of Walter Mitty,2013,52,71,"Action & Adventure, Comedy, Drama"
The Secret Life of Words,2006,69,86,"Art House & International, Drama"
The Secret Lives Of Dorks,2013,11,40,Comedy
The Secret of the Sword,1985,60,79,"Action & Adventure, Animation, Kids & Family"
The Secret Scripture,2017,36,69,"Art House & International, Drama"
The Secret World of Arrietty,2012,95,85,"Animation, Art House & International, Science Fiction & Fantasy"
The Selfish Giant,2013,98,81,Drama
The Sensation of Sight,2008,50,58,"Art House & International, Drama"
The Sense Of An Ending,2017,75,51,Drama
The Sentence,2018,90,89,"Documentary, Television"
The Sentinel,1977,45,44,"Drama, Horror, Mystery & Suspense"
The Sessions,2012,91,80,"Comedy, Drama"
The Seven Five,2015,83,85,Documentary
The Seventh Dwarf,2015,22,29,"Animation, Comedy"
The Seventh Fire,2016,92,53,Documentary
The Shack,2017,21,77,Drama
Calm with Horses (The Shadow of Violence),2020,94,68,"Drama, Mystery & Suspense"
The Shallows,2016,78,59,"Drama, Mystery & Suspense"
The Shanghai Gesture,1942,100,71,"Action & Adventure, Classics, Drama"
The Shape of Water,2017,92,72,"Drama, Science Fiction & Fantasy, Romance"
The Shed,2019,65,38,"Horror, Mystery & Suspense"
The Shop On Main Street (Obchod na Korze),1966,100,94,"Art House & International, Comedy, Drama"
The Short Game,2013,84,85,"Documentary, Special Interest, Sports & Fitness"
The Short History of the Long Road,2020,91,88,Drama
The Signal,2014,61,38,"Mystery & Suspense, Science Fiction & Fantasy"
The Silence,2013,88,71,"Art House & International, Drama, Mystery & Suspense"
The Silence,2019,30,25,"Horror, Mystery & Suspense"
The Silencing,2020,18,90,Mystery & Suspense
The Similars (Los Parecidos),2016,95,49,"Art House & International, Science Fiction & Fantasy"
The Singing Forest,2003,0,7,"Drama, Gay & Lesbian"
The Singing Revolution,2007,83,82,"Documentary, Special Interest"
The Single Moms Club,2014,18,58,"Comedy, Drama"
The Sisterhood Of Night,2015,80,65,Horror
The Sisters Brothers,2018,87,68,"Comedy, Drama"
The Sitter,2011,22,39,Comedy
The Skeleton Twins,2014,87,69,"Comedy, Drama"
The Skin I Live In,2011,81,84,"Art House & International, Drama, Mystery & Suspense"
The Sleepwalker,2014,43,26,Drama
The Smurfs,2011,21,44,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy"
The Smurfs 2,2013,14,56,"Animation, Comedy"
The Snow Queen,2013,0,65,"Animation, Art House & International, Kids & Family, Science Fiction & Fantasy"
The Snowman,1982,80,91,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy"
The Snowman,2017,7,18,"Drama, Mystery & Suspense"
The Snowtown Murders,2012,83,66,"Art House & International, Drama, Mystery & Suspense"
The Son of No One,2011,15,22,"Action & Adventure, Mystery & Suspense"
The Sonata,2020,48,65,Mystery & Suspense
The Song,2014,31,82,"Drama, Romance"
The Song of Names,2019,40,90,"Drama, Musical & Performing Arts"
The Song of Sway Lake,2018,42,80,Romance
The Sons Of Tennessee Williams,2011,69,90,"Documentary, Special Interest"
The Sound of Silence,2019,65,29,Drama
The Source Family,2013,77,71,"Documentary, Musical & Performing Arts"
The Source: The Story of the Beats and the Beat Generation,1999,88,68,"Classics, Comedy, Documentary, Musical & Performing Arts, Special Interest"
The Souvenir,2019,89,36,Drama
The Space Between Us,2017,16,54,"Action & Adventure, Science Fiction & Fantasy"
The Special Relationship,2010,83,63,"Art House & International, Drama"
The Spectacular Now,2013,91,76,"Comedy, Drama, Romance"
The Spirit,2008,14,25,"Action & Adventure, Drama"
The Spirit of the Marathon,2008,88,90,"Documentary, Sports & Fitness"
The SpongeBob Movie: Sponge Out of Water,2015,81,54,"Animation, Comedy, Kids & Family"
The Spy Who Came In from the Cold,1965,87,82,"Action & Adventure, Classics, Drama, Mystery & Suspense"
The Spy Who Dumped Me,2018,49,57,"Action & Adventure, Comedy"
The Square,2010,86,70,"Action & Adventure, Documentary, Mystery & Suspense, Special Interest"
The Square (Al Midan),2013,100,90,"Documentary, Special Interest"
The Square,2017,85,70,"Art House & International, Comedy, Drama"
The Squeeze,2015,15,43,"Comedy, Drama, Sports & Fitness"
The Standoff at Sparrow Creek,2019,78,64,"Drama, Mystery & Suspense"
The Stanford Prison Experiment,2015,84,75,Drama
The Star,2017,42,71,"Action & Adventure, Animation, Comedy, Kids & Family"
The Starving Games,2013,0,21,Comedy
The Stone Roses: Made of Stone,2013,76,76,"Art House & International, Documentary, Musical & Performing Arts"
The Story Of Luke,2013,83,78,"Comedy, Drama"
The Story of Qiu Ju (Qiu Ju da guan si),1992,86,85,"Art House & International, Comedy, Drama"
The Story of the Last Chrysanthemums,1979,94,91,"Art House & International, Drama"
The Strange Case Of Angelica,2010,85,44,"Art House & International, Drama, Science Fiction & Fantasy"
The Strange Color of Your Body's Tears,2014,51,42,"Art House & International, Drama, Mystery & Suspense"
The Strange Ones,2018,55,43,"Drama, Mystery & Suspense"
The Strangers,2008,48,48,"Horror, Mystery & Suspense"
The Strangers: Prey At Night,2018,39,35,Horror
The Stray,2017,40,69,"Drama, Kids & Family"
The Strongest Man,2015,22,50,Comedy
The Substitute 4: Failure Is Not an Option,2001,17,35,"Action & Adventure, Drama"
The Sugarland Express,1974,85,66,"Action & Adventure, Classics, Drama"
The Suicide Theory,2015,79,69,Drama
The Summit,2013,65,63,"Documentary, Special Interest, Sports & Fitness"
The Sun Is Also a Star,2019,51,61,"Drama, Romance"
The Sunshine Makers,2017,100,73,Documentary
The Super,2018,40,64,Mystery & Suspense
The Surrogate,2020,92,60,"Drama, Gay & Lesbian"
The Survivalist,2017,96,66,"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy"
The Suspect (Yong-eui-ja),2014,78,70,"Action & Adventure, Mystery & Suspense"
The Swan Princess II: Escape from Castle Mountain,1997,40,46,"Animation, Kids & Family, Science Fiction & Fantasy"
The Sweeney,2013,45,44,"Action & Adventure, Art House & International, Drama"
The Swindle,1997,69,46,"Art House & International, Comedy, Drama, Mystery & Suspense"
The Switch,2010,52,44,"Comedy, Drama, Romance"
The Sword of Doom,1966,78,91,"Action & Adventure, Art House & International"
The Taking Of Deborah Logan,2014,89,48,Horror
The Taking of Pelham One Two Three,1974,100,88,"Action & Adventure, Drama, Mystery & Suspense"
The Taking of Tiger Mountain,2015,71,66,Action & Adventure
The Tale of Zatoichi Continues (Zoku Zatôichi monogatari),1962,100,88,"Action & Adventure, Drama"
The Tall Man,2012,41,38,"Horror, Mystery & Suspense"
The Taste of Money,2013,32,23,"Art House & International, Drama"
The Tax Collector,2020,19,72,"Action & Adventure, Drama, Mystery & Suspense"
The Tenants,2006,32,30,"Drama, Mystery & Suspense"
The Tender Trap,1955,67,56,"Classics, Comedy, Musical & Performing Arts, Romance"
The Texas Chainsaw Massacre: The Beginning,2006,13,53,"Horror, Mystery & Suspense"
The Theatre Bizarre,2012,38,36,Horror
The Theory of Everything,2014,80,84,Drama
The Thief of Bagdad,1924,96,82,"Action & Adventure, Classics, Kids & Family, Science Fiction & Fantasy"
The Thieves,2012,67,71,"Action & Adventure, Art House & International, Drama"
The Thin Man Goes Home,1945,60,78,"Action & Adventure, Classics, Comedy, Drama, Mystery & Suspense"
The Thing,2011,34,42,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy"
The Thing with Two Heads,1972,0,25,"Classics, Comedy, Horror, Science Fiction & Fantasy"
The Third Man,1949,99,93,"Classics, Mystery & Suspense"
The Third Murder (Sandome no satsujin),2018,87,66,"Art House & International, Drama, Mystery & Suspense"
The Thorn in the Heart,2010,52,48,"Documentary, Special Interest"
The Three Caballeros,1944,82,66,"Animation, Classics, Comedy, Kids & Family"
The Three Musketeers,2011,26,39,"Action & Adventure, Romance"
The Ticket,2017,51,30,Drama
The Tiger Hunter,2017,78,79,"Comedy, Drama"
The Tillman Story,2010,93,91,"Documentary, Special Interest"
The Time Being,2013,28,34,"Drama, Mystery & Suspense"
The Times of Harvey Milk,1984,96,94,"Documentary, Special Interest"
The Tin Drum (Die Blechtrommel),1980,83,84,"Art House & International, Drama"
The To Do List,2013,55,46,Comedy
The Toe Tactic,2009,44,38,"Animation, Drama, Science Fiction & Fantasy"
The Tomorrow Man,2019,41,44,"Drama, Romance"
The Tortured,2012,6,35,"Horror, Mystery & Suspense"
The Tower,2012,17,58,"Action & Adventure, Drama"
The Town,2010,93,85,"Action & Adventure, Drama, Mystery & Suspense, Romance"
The Town That Dreaded Sundown,2014,66,40,"Horror, Mystery & Suspense"
The Traitor,2020,84,70,Drama
The Transporter Refueled,2015,16,30,Action & Adventure
The Traveler,2010,20,16,"Horror, Mystery & Suspense"
The Treasure,2016,95,42,Comedy
The Tree,2011,72,53,"Art House & International, Drama"
The Tree of Life,2011,85,60,"Action & Adventure, Drama, Science Fiction & Fantasy"
The Tree of Wooden Clogs (L'albero degli Zoccoli),1979,94,86,"Art House & International, Drama"
The Trials of Darryl Hunt,2007,100,88,"Documentary, Special Interest"
The Trials Of Muhammad Ali,2013,89,85,"Documentary, Special Interest"
The Tribe,2015,88,69,"Art House & International, Drama"
The Tribes of Palos Verdes,2017,64,58,Drama
The Trip,2003,39,71,"Comedy, Drama, Romance, Gay & Lesbian"
The Trip,2011,89,70,"Art House & International, Comedy"
The Trip to Greece,2020,87,52,Comedy
The Trip To Italy,2014,87,57,"Comedy, Drama"
The Trip to Spain,2017,83,64,"Art House & International, Comedy"
The Triplets of Belleville,2003,94,90,"Animation, Art House & International, Comedy, Drama"
The Triumph of Love,2002,48,51,"Art House & International, Comedy, Drama, Romance"
The Trouble With Angels,1966,75,86,"Classics, Comedy, Kids & Family"
The Trouble with Bliss,2012,33,28,Comedy
The Trouble with Harry,1955,90,73,"Classics, Comedy, Mystery & Suspense"
The Trouble with Terkel,2017,40,80,"Animation, Comedy"
The Trouble with the Truth,2012,94,73,Drama
The True Memoirs of an International Assassin,2016,0,43,"Action & Adventure, Comedy"
The Trust,2016,63,29,Drama
The Truth About Emanuel,2014,37,35,"Comedy, Drama, Mystery & Suspense"
The Turin Horse,2012,89,76,"Art House & International, Drama"
The Twilight Saga: Breaking Dawn Part 1,2011,25,60,"Mystery & Suspense, Science Fiction & Fantasy, Romance"
The Twilight Saga: Breaking Dawn Part 2,2012,49,70,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance"
The Two Faces of January,2014,80,48,"Drama, Mystery & Suspense"
The Two Jakes,1990,65,38,"Comedy, Drama, Mystery & Suspense"
The Two of Us (Le vieil homme et l'enfant),1967,100,93,"Art House & International, Comedy, Drama"
The Two Popes,2019,89,88,Drama
The Ultimate Life,2013,18,56,Drama
The Ultimate Warrior,1975,33,34,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
The Uncondemned,2016,100,100,Documentary
The Undefeated,2011,0,38,"Documentary, Special Interest"
The Unforeseen,2008,90,69,"Documentary, Special Interest"
The Unicorn,2019,91,65,Comedy
The Unknown Girl (La fille inconnue),2017,71,47,"Art House & International, Drama"
The Unknown Known,2014,82,70,"Documentary, Special Interest"
The Unseen,2017,100,54,"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy"
The Unspeakable Act,2013,89,63,Drama
The Upside,2019,42,82,"Comedy, Drama"
The Valet,2007,70,68,"Art House & International, Comedy"
The Valley,2018,42,62,"Drama, Mystery & Suspense"
The Valley of Gwangi,1969,78,60,"Action & Adventure, Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western"
The Vanished,2020,15,49,"Action & Adventure, Mystery & Suspense"
The Vanishing,2019,85,48,Mystery & Suspense
The Vanishing of Sidney Hall,2018,11,78,"Drama, Mystery & Suspense"
The Vatican Tapes,2015,20,59,"Drama, Horror, Mystery & Suspense"
The Vault,2017,25,26,"Horror, Mystery & Suspense"
The Very Thought of You,1999,33,60,"Art House & International, Comedy, Drama, Romance"
The Veteran,2012,60,38,"Action & Adventure, Art House & International, Mystery & Suspense"
The Victim,2012,32,25,"Drama, Mystery & Suspense"
The Villainess (Ak-Nyeo),2017,85,65,"Action & Adventure, Art House & International, Drama"
The V.I.P.s,1963,0,45,"Classics, Drama"
The Viral Factor,2012,56,54,"Action & Adventure, Drama"
The Virginity Hit,2010,29,31,Comedy
The Visit,2015,68,51,"Horror, Mystery & Suspense"
The Visitor,1979,78,44,"Horror, Science Fiction & Fantasy"
The Voices,2015,74,57,Comedy
The Void,2017,78,47,Horror
The Vow,2012,31,63,"Drama, Romance"
The Wailing (Goksung),2016,99,81,"Art House & International, Drama, Mystery & Suspense"
The Wait,2014,31,23,Drama
The Waiting Room,2007,60,56,Drama
The Waiting Room,2012,100,75,"Documentary, Special Interest, Sports & Fitness"
The Walk,2015,83,77,"Action & Adventure, Drama"
The Walking Deceased,2015,0,26,Comedy
The Wall,2017,65,42,"Drama, Mystery & Suspense"
The Wanderers,1979,89,87,"Action & Adventure, Cult Movies, Drama"
The Wannabe,2015,38,36,Drama
The War of the Worlds,1953,89,71,"Action & Adventure, Classics, Horror, Science Fiction & Fantasy"
The War Within,2005,72,64,"Art House & International, Drama"
The Ward,2011,33,27,"Horror, Mystery & Suspense"
The Warring States (Zhan Guo),2011,40,44,"Action & Adventure, Art House & International, Drama"
The Watch,2012,17,39,"Comedy, Science Fiction & Fantasy"
The Water Diviner,2015,61,60,Drama
The Watermelon Woman,1997,100,54,"Comedy, Drama, Gay & Lesbian"
The Wave (Bolgen),2016,83,65,"Action & Adventure, Art House & International, Drama, Mystery & Suspense"
The Wave,2020,67,62,Science Fiction & Fantasy
The Way Back,2011,74,72,Drama
The Way Back,2020,84,84,Drama
The Way He Looks,2014,93,89,"Art House & International, Drama, Romance"
The Way Way Back,2013,84,84,"Comedy, Drama"
The We and the I,2013,70,48,"Comedy, Drama, Science Fiction & Fantasy"
The Weather Underground,2002,91,87,"Documentary, Special Interest"
The Wedding Guest,2019,44,37,Drama
The Wedding Plan,2017,86,65,"Art House & International, Comedy, Drama, Romance"
The Wedding Ringer,2015,29,63,Comedy
The Wedding Video,2014,67,36,"Art House & International, Comedy"
The Wedding Year,2019,44,53,"Comedy, Romance"
The Weekend,2019,86,46,"Comedy, Romance"
The Well-Digger's Daughter,2012,88,74,"Drama, Romance"
The Whale,2011,83,84,Documentary
The Whisperer In Darkness,2011,86,65,Science Fiction & Fantasy
The Whistleblower,2011,75,71,"Art House & International, Documentary, Drama, Mystery & Suspense, Special Interest"
The White Crow,2019,66,80,Drama
The Whole Town's Talking,1935,100,78,"Classics, Comedy, Drama"
The Whole Truth,2016,30,33,"Drama, Mystery & Suspense"
The Wicker Man,1973,89,82,"Classics, Drama, Horror, Mystery & Suspense"
The Wicker Man,2006,15,17,"Action & Adventure, Drama, Horror, Mystery & Suspense"
The Wife,2018,86,77,Drama
The Wild,2006,19,36,"Action & Adventure, Animation, Comedy, Kids & Family"
